Ont name,Classification time (ms),Reasoner
approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-disjointness-triggers-constant-classes-value-nominals.ofn_functional.owl,9744,HERMIT
approximated_kb-owl-syntax-unraveled-depth-3-km-relevant-cardinalities-triggers-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,8183,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities.ofn_functional.owl,8042,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,8700.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-disjointness.ofn_functional.owl,10046.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-disjointness-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,10646.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-disjointness-constant-classes-value-nominals.ofn_functional.owl,10249.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-disjointness-triggers.ofn_functional.owl,9639.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-disjointness-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,11191,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-triggers.ofn_functional.owl,8463,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-cardinalities-triggers-relation-axioms.ofn_functional.owl,8870,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-constant-classes-relation-axioms-value-classes.ofn_functional.owl,8379.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-constant-classes-relation-axioms-value-nominals.ofn_functional.owl,8780,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-constant-classes-value-nominals.ofn_functional.owl,7667,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-disjointness-triggers-constant-classes-value-classes.ofn_functional.owl,9777,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-constant-classes-relation-axioms-value-classes.ofn_functional.owl,8067,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-constant-classes-value-classes.ofn_functional.owl,7832.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-constant-classes-value-nominals.ofn_functional.owl,7701,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-disjointness-constant-classes-value-nominals.ofn_functional.owl,9564.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-disjointness-relation-axioms.ofn_functional.owl,8813,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-km-relevant-cardinalities-triggers-relation-axioms.ofn_functional.owl,8024,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-triggers-constant-classes-relation-axioms-value-classes.ofn_functional.owl,8485.5,HERMIT
approximated_kb-owl-syntax-unraveled-depth-4-triggers-constant-classes-value-classes.ofn_functional.owl,7835.5,HERMIT
approximated_lipro.lipid-ontology.3.owl.xml_functional.owl,2366.5,HERMIT
approximated_MSC_classes.owl_functional.owl,27432,HERMIT
approximated_natpro.natural-products-ontology.1.owl.xml_functional.owl,21395,HERMIT
approximated_ncit.national-cancer-institute-thesaurus.31.owl.xml_functional.owl,202985,HERMIT
approximated_neomark3.neomark-oral-cancer-ontology-version-3.2.owl.xml_functional.owl,2177,HERMIT
approximated_neomark4.neomark-oral-cancer-ontology-version-4.1.owl.xml_functional.owl,1964,HERMIT
approximated_ngsonto.ngs-ontology.21.owl.xml_functional.owl,1658.5,HERMIT
approximated_nmr.nmr-instrument-component-of-metabolomics-investigations-ontology.7.owl.xml_functional.owl,2809,HERMIT
approximated_obcs.ontology-of-biological-and-clinical-statistics.5.owl.xml_functional.owl,2828.5,HERMIT
approximated_obiws.bioinformatics-web-service-ontology.2.owl.xml_functional.owl,1748,HERMIT
approximated_ogdi.ontology-for-genetic-disease-investigations.3.owl.xml_functional.owl,2061.5,HERMIT
approximated_ogi.ontology-for-genetic-interval.17.owl.xml_functional.owl,2384,HERMIT
approximated_OLD_fhkb.owl_functional.owl,507450,HERMIT
approximated_Oly.owl_functional.owl,5807.5,HERMIT
approximated_omrse.ontology-of-medically-related-social-entities.13.owl.xml_functional.owl,1372.5,HERMIT
approximated_ontodm-core.ontology-of-core-data-mining-entities.3.owl.xml_functional.owl,9568.5,HERMIT
approximated_pdo.pathogenic-disease-ontology.3.owl.xml_functional.owl,1758.5,HERMIT
approximated_provo.provenance-ontology.124.owl.xml_functional.owl,1310,HERMIT
approximated_qibo.quantitative-imaging-biomarker-ontology.2.owl.xml_functional.owl,2094,HERMIT
approximated_sdo.sleep-domain-ontology.3.owl.xml_functional.owl,3650,HERMIT
approximated_sitbac.situation-based-access-control-ontology.3.owl.xml_functional.owl,4427.5,HERMIT
approximated_spo.skin-physiology-ontology.1.owl.xml_functional.owl,1898,HERMIT
approximated_sse.surgical-secondary-events.2.owl.xml_functional.owl,2219.5,HERMIT
approximated_suicideo.suicideonto.1.owl.xml_functional.owl,1901.5,HERMIT
approximated_tao.teleost-anatomy-ontology.135.owl.xml_functional.owl,4495,HERMIT
approximated_typon.microbial-typing-ontology.9.owl.xml_functional.owl,47878.5,HERMIT
approximated_zfa.zebrafish-anatomy-and-development-ontology.36.owl.xml_functional.owl,5747,HERMIT
asdpto.autism-spectrum-disorder-phenotype-ontology.1.owl.xml_functional.owl,1457,HERMIT
ato.amphibian-taxonomy-ontology.2.owl.xml_functional.owl,8199,HERMIT
aura.kb_bio_101.1.owl.xml_functional.owl,3600000,HERMIT
b01b3489-2557-4bfe-a12f-c227eded6e69_pizzas2_10.owl_functional.owl,4581,HERMIT
b0d38668-89e1-4e23-8b13-225e246c2d4e_Stracchino.ttl_functional.owl,2183.5,HERMIT
b152925f-3e93-4b14-8749-48f4e80db5de_Museum.owl_functional.owl,1470.5,HERMIT
b170558c-9e76-4d57-b0f0-9db8bc54b604_ridprotege.owl_functional.owl,4007,HERMIT
b19f0d48-cf64-4616-b95d-26d6e6a05be5_person.owl_functional.owl,1908,HERMIT
b1b69a59-e22e-4ec9-b606-1acca18b746a_ethernet.owl_functional.owl,2645.5,HERMIT
b1bc193b-f522-4114-b680-2525cf97c795_GeoSkills.owl_functional.owl,6084.5,HERMIT
b1dab694-c373-4f47-8838-d6fdc16aa72a_jobs.owl_functional.owl,1762,HERMIT
b1e2e5ab-61bb-485b-9545-9126a9c4c372_mor.mek4.rdf_functional.owl,1168,HERMIT
b1fa7191-c918-4202-a23c-b3c7a8843536_TradeUnion.owl_functional.owl,1428.5,HERMIT
b207a329-798b-4c38-b312-e8f5b3728364_powerpoint_functional.owl,1878,HERMIT
b20e3b09-3338-4380-a8c5-6710afd23b74_Albacore.rdf_functional.owl,2204,HERMIT
b222f3a8-511e-4d91-8bbb-ba4a47128340_provenance.owl_functional.owl,3730,HERMIT
b2560287-8240-4efb-8b9d-e848a7c37a58_den_cheese.rdf_functional.owl,2170.5,HERMIT
b294c871-f3ed-4ad9-80d5-155ebad612b0_BasicImPar.owl_functional.owl,1961,HERMIT
b2d88331-edae-4938-8828-be231ad9799f_at_extract.ttl_functional.owl,2205.5,HERMIT
b2dd222d-d5be-4625-9ded-28c0007b8f44_phenWave.owl_functional.owl,120704,HERMIT
b2ddff55-2007-4786-a92b-640071f84ba1_nAtmoFront.owl_functional.owl,134060.5,HERMIT
b329befa-ad2b-45cf-b7ea-6c05846291b4_Joist.rdf_functional.owl,2205,HERMIT
b335c79e-a2bd-4815-873f-981b8f676848_slim_yeast.obo_functional.owl,1380.5,HERMIT
b347242a-d2e4-4eea-a2c6-79e750275ef6_ter_hammer.ttl_functional.owl,2220,HERMIT
b349d09e-c1e1-4ec2-bc52-a3efcc8592f0_lock_valve.ttl_functional.owl,2225.5,HERMIT
b358bd76-2118-49ba-b177-ae8293a89285_O.owl.PREVIOUS_functional.owl,-1,HERMIT
b3728f5a-20ae-4e69-ad01-87566889d6c1_litical_entity_functional.owl,1803.5,HERMIT
b3773501-991f-490c-8f06-1b5bcd171b54_uosimple.owl_functional.owl,1606.5,HERMIT
b38cccd1-ec41-421f-94f4-c11462770ca1_prerelease.owl_functional.owl,3572,HERMIT
b39e25fe-54ae-4c15-83d6-7f38b23b46b1_olResource.owl_functional.owl,22045,HERMIT
b3aab262-ef50-42b8-b404-d41e9a748885_mming_language_functional.owl,1693.5,HERMIT
b3fcafc0-48c3-487e-bbab-240f1eedb1ad_modore_PET.ttl_functional.owl,2328.5,HERMIT
b46b68f4-8239-4a16-99a3-5c39c068d458_matrIsotope.owl_functional.owl,187397.5,HERMIT
b47e86f9-e4c0-40a6-8797-c949bea26a7c_event.owl_functional.owl,5989.5,HERMIT
b48c62e8-bf39-4590-999c-d4abf0d412a8_eKrankheiten_W_functional.owl,1687.5,HERMIT
b49f170d-f76e-4aab-8b29-a3710642bee2_phylobase.owl_functional.owl,2304,HERMIT
b4f35778-b471-43d0-bac8-dc13a990a393_Mormyshka.rdf_functional.owl,2215,HERMIT
b4fea7a6-0767-4667-a4cd-0a2f67279e0a_onto.rdf_functional.owl,1758.5,HERMIT
b506949e-d71d-44d1-a3db-6e3591242fc2_aching2008.owl_functional.owl,4525,HERMIT
b53ba45d-405b-4675-adb9-65f547f4b62a_Little_Cleo.ttl_functional.owl,2189,HERMIT
b58eb1dc-cd37-4748-acff-46439f694740_Guaiwei.ttl_functional.owl,2662,HERMIT
b5bfd804-fe24-47e5-b42f-96326ea7b49d_Lighthouse.owl_functional.owl,1203,HERMIT
b5c1f0ec-1786-41c9-93b8-104c0d7df3cd_Knackwurst.ttl_functional.owl,2194,HERMIT
b5ea18a9-b4f4-4c31-bf03-791cf6e680bd__paper_nominee_functional.owl,1737,HERMIT
b5f40c6c-94c8-4019-9a27-36bde08e042b_im_generic.owl_functional.owl,1375.5,HERMIT
b6007982-8ea4-48b8-91f0-dce904eec58f_XAO_functional.owl,3469.5,HERMIT
b63e65f5-3268-4847-b875-1facaa30a8ff_olate_cake.ttl_functional.owl,2201.5,HERMIT
b6abe8b8-5d63-4ff7-b2e4-fe179a7c4651_limateZone.owl_functional.owl,233541.5,HERMIT
b6bf1149-80c9-452f-9470-997d231045ff_contextcore.owl_functional.owl,1650,HERMIT
b6f567b5-30f3-4fc9-bf43-c862eaa97eb0_sAnatomy_1.owl_functional.owl,3600000,HERMIT
b7461126-8fac-4c8f-8cd8-01b11cee3fd3_graphexample1_functional.owl,2127,HERMIT
b7557180-cfe0-4cda-84b6-ec7126208cf7_astroBody.owl_functional.owl,9346,HERMIT
b79fa6f8-5629-4c30-92a7-df754e704fc6_PlanDMWFTM.owl_functional.owl,2345.5,HERMIT
b7e3aa6f-c64c-47e5-a067-fefb7b44d718_eel_square.rdf_functional.owl,2239.5,HERMIT
b821a9c0-184a-453f-b08c-b8f6dda8d368_plosimeter.ttl_functional.owl,2221,HERMIT
b8459d8f-8b9e-4d17-877c-5666aaf5370a_ceAnalysis.owl_functional.owl,194411.5,HERMIT
b85d8b0b-bca1-4ef4-8f17-cc29cf29ba99_alternate2.rdf_functional.owl,1650.5,HERMIT
b862f674-9f60-4d67-b1c6-d851770a31bb_NEMO_ERP.owl_functional.owl,1887,HERMIT
b927271c-9ff1-41b5-aa6b-63c62eca8830_trol_valve.ttl_functional.owl,2482.5,HERMIT
b9ab031b-9103-4e43-b8d1-61a3c9268552__phenotype.obo_functional.owl,6165.5,HERMIT
b9bdc964-ed47-4f77-84c8-8a9b6b7185f7_concept.owl_functional.owl,2128.5,HERMIT
b9dda14f-dcc5-4ef6-b004-5319e4384809_Manifest.rdf_functional.owl,2215.5,HERMIT
ba124800-7f8a-47be-bafd-2992d356e4c5_chemProcess.owl_functional.owl,7414.5,HERMIT
ba814c8c-8247-4879-89ac-58de1e18251e_offerjob.owl_functional.owl,25591.5,HERMIT
bacc7c4b-df00-49bb-9ef9-cc87463473d5_SAOcell.owl_functional.owl,4259.5,HERMIT
bada3181-13fd-47a1-b83e-ac028f913221_isiaeensfm.owl_functional.owl,7319,HERMIT
bb2dd2b7-9bcd-4cf0-8508-a80e584485ed_o.obo.PREVIOUS_functional.owl,1508.5,HERMIT
bb4de634-0e22-4aab-8cb2-e37e6e834392_Kayak.rdf_functional.owl,2200.5,HERMIT
bbe7c6e3-ac93-48eb-b5f4-8554ed2f8935_itionGroup.owl_functional.owl,3339.5,HERMIT
bc036019-2b9c-40a4-874e-b25be48dad42_SUMO.owl_functional.owl,4485,HERMIT
bc253662-7a18-4d61-94d5-cc03f3490710_IPR.owl_functional.owl,2650,HERMIT
bc26cf47-a757-46be-9278-ea05fc30f755_Heilpflanzen_H_functional.owl,1643,HERMIT
bc4bdd0a-142e-4fec-b4ca-8221dee9ad87_NTNames.owl_functional.owl,2330,HERMIT
bc91878f-cd84-489e-bad7-6682c3f0a0e7__pathology.obo_functional.owl,1906.5,HERMIT
bd39a481-618f-4615-9b58-d2b6052f7de4_gistration.owl_functional.owl,1994,HERMIT
bd6756cb-0e29-483f-8f90-5b7c8e222629_trFacility.owl_functional.owl,209564,HERMIT
bd8a097c-d2b9-4a47-8cc3-a497061d79a5_Voltmeter.ttl_functional.owl,2237.5,HERMIT
bdbcec0c-4e96-4cc6-978e-85a96640130e_orest_cake.ttl_functional.owl,2259.5,HERMIT
bdc0c12b-3716-4954-ae1b-faab5f034833_etourism.owl_functional.owl,2304.5,HERMIT
bde506e0-a1f0-4514-8629-1a976dd369de_map.owl_functional.owl,1759,HERMIT
be155ac2-055a-444e-90f7-e8769ab9448c_ir_whistle.ttl_functional.owl,2216.5,HERMIT
be16e248-6e34-4cd9-9091-2c94c4a1e0e9_ccerLeague.owl_functional.owl,1164,HERMIT
be5e0b83-621a-4163-b810-010238ba71ba_dOntology2.owl_functional.owl,2070.5,HERMIT
be9e225c-c6b3-4239-9575-d8f40e2add1f_oTransport.owl_functional.owl,203654,HERMIT
bec8ba04-a64b-47f0-9923-f676ef722bba_Earthquake.owl_functional.owl,28393.5,HERMIT
bef56442-09e0-4ed6-bb3b-4930f49453a3_Mollusca.owl_functional.owl,1477.5,HERMIT
bef8e5c6-0100-4eaa-8a53-ed0f4f9a22e2_Pinch_valve.rdf_functional.owl,2486.5,HERMIT
bf02bcd2-a1d7-4461-b3a3-45a0d6c704af_pingdb2owl.owl_functional.owl,5430,HERMIT
bfbf8119-a013-4282-8d8e-4d7f86d4cdb1_o.owl.PREVIOUS_functional.owl,111318.5,HERMIT
bfde22fb-a2f8-4de1-9d66-4f6609720a73_Lodging.ttl_functional.owl,2306,HERMIT
bhn.biologie-hors-nomenclature.1.owl.xml_functional.owl,3340,HERMIT
bridg.biomedical-research-integrated-domain-group-model.1.owl.xml_functional.owl,34265.5,HERMIT
c01f3dd3-56f5-49f6-b77c-bd89a529c3cb_Phenom_II.ttl_functional.owl,2290,HERMIT
c043b01d-fb5e-47f3-b8ac-9401fc584b99_onto.rdf_functional.owl,2072.5,HERMIT
c06f618d-66a7-432e-890e-d2592d17bb7d_009UNAeasy.owl_functional.owl,3600000,HERMIT
c0a25ce5-ba8a-467c-831b-791ecddbdd1e_SUMO.owl_functional.owl,21182.5,HERMIT
c0c197b4-5166-40c8-b8c4-ff8cc79d23c9_Seismicity.owl_functional.owl,196214,HERMIT
c0e2774e-968b-495c-a5a1-c8be243e08ae_sbpax.n3_functional.owl,2697,HERMIT
c0ff2fb6-d093-44ea-8ef0-80601b418c65__taxonomy.owl2_functional.owl,6591,HERMIT
c115b918-4084-4859-8eda-e2350726f1ea_cuum_truck.rdf_functional.owl,2241.5,HERMIT
c17f5adb-832a-4341-8644-b9a8856188e5_relaTime.owl_functional.owl,132386,HERMIT
c1afb247-6221-4a9a-9c21-67c4b92ea58e_ron_import.owl_functional.owl,7532.5,HERMIT
c1b60570-8933-4211-b98e-fecce81558ee_Manifest.rdf_functional.owl,2308.5,HERMIT
c1dcba37-12d8-4a11-b891-6a7ce271ada1_astiveLite.owl_functional.owl,2900,HERMIT
c2291000-2af3-4a0c-88b2-9ea30591e4ee_itt_Me_262.ttl_functional.owl,2274,HERMIT
c2477408-ee2d-45f8-ad4c-07703048ced2_sequence.owl_functional.owl,5456,HERMIT
c24b2d81-70e4-43a9-a36c-83c0aff3e54c_Device.owl_functional.owl,3382.5,HERMIT
c24e875f-10ff-4761-8223-bf61948f1b1e_101onto.rdf_functional.owl,1937.5,HERMIT
c26f5a93-80af-4209-aade-e1e78119f5e2_phenHydro.owl_functional.owl,186709.5,HERMIT
c270e8ec-efae-4291-a054-22d56033fe33_Graviera.ttl_functional.owl,2186.5,HERMIT
c282eb66-ea7c-4da1-a027-8a76286130e8_Chemical_1.owl_functional.owl,1261,HERMIT
c2be6154-32e2-4603-829f-7d5b1d11b934_d0.owl_functional.owl,2542,HERMIT
c2bfc007-95bf-47c0-90a5-a53cfa288303_ntua3.rdfs_functional.owl,1707.5,HERMIT
c2c14c7d-2246-4be9-a8bd-041317267ce0_TO_XP.obo_functional.owl,2424,HERMIT
c2c4283a-eb5c-4eb6-8d62-4ea3a5c385b6__naics2007.ttl_functional.owl,4648.5,HERMIT
c2d3e237-1f5f-45c7-8299-f7f4b64cde1e_20060921.rdf_functional.owl,1729.5,HERMIT
c2d3e8f6-066c-4850-9cd3-befc930596a1_opentox.owl_functional.owl,1788,HERMIT
c2e2d48c-c54b-46d5-8708-f7b61461182a_oryLiveContent_functional.owl,1672.5,HERMIT
c31d1262-91ce-4fb5-bb50-d98f8a8f8b18_MFOEM.owl_functional.owl,125637.5,HERMIT
c324a1a0-6124-47d9-b68e-6833b957fc8b_classified.obo_functional.owl,4416.5,HERMIT
c342980b-bc1d-477c-9884-4b32ac96c1a2_psims.obo_functional.owl,2756.5,HERMIT
c346186a-6c77-4f02-9128-4721483e1385_gfobasic.owl_functional.owl,1500.5,HERMIT
c346489d-e355-47cc-92f2-7311fd997c4c_pmlp0913.owl_functional.owl,1927.5,HERMIT
c35355a2-3335-4e3f-be68-9b35db6027aa_codtools.owl_functional.owl,2287.5,HERMIT
c3ace09a-6819-49c2-aefc-4888eb9beb2b_Autos.owl_functional.owl,2872.5,HERMIT
c3ade7ef-3484-4b9c-b98f-52d4ce77848b_anio_rerio.owl_functional.owl,10211.5,HERMIT
c3b123e3-92ae-4144-ac56-1ae5cb36c3ed_nnotations.obo_functional.owl,81429.5,HERMIT
c3b73d03-04d6-48b1-8c1f-a1c95131b186_EDOntology.owl_functional.owl,14896,HERMIT
c3ebb8aa-1b81-451f-bfb9-1ecc4c156660_e.obo.PREVIOUS_functional.owl,10827.5,HERMIT
c40d44e6-7aad-474a-b2fc-391d11f1e2d1_gyVersion2.owl_functional.owl,1283.5,HERMIT
c4137b4c-34dd-43e9-bca5-0d454e2ba8b2_topology.owl_functional.owl,2407,HERMIT
c43198c7-9ed8-4a14-b036-ff23a9cdc3b8_onut_cream.rdf_functional.owl,2201.5,HERMIT
c44095fc-e911-4a16-9bdc-20224e839a76_e.obo.PREVIOUS_functional.owl,4703.5,HERMIT
c4454a08-5597-4a9d-a094-4079b0f01cbe_onto.owl_functional.owl,1632.5,HERMIT
c4d4885e-5121-4af6-98ae-6cf2ed7ccc91_PaulFisher.rdf_functional.owl,1763.5,HERMIT
c5168110-6bea-4951-9a9b-6fd7d1377d00_flanzenatlas_E_functional.owl,1634,HERMIT
c521e9d1-a4f0-4255-99b1-0a7a55dcd6a4_IGenerated.owl_functional.owl,5174.5,HERMIT
c52f7445-1121-4448-aa71-c966859206ec_FBcv.obo_functional.owl,1982.5,HERMIT
c5a2a331-a04e-4447-9e92-37b110fa0c82_ratio4ta_v2.owl_functional.owl,1374,HERMIT
c5eec99a-285f-41a3-952e-1e3c06967961_Heilpflanzen_B_functional.owl,1616,HERMIT
c605aff2-c517-4427-894b-247bcfb87131_actfactory.owl_functional.owl,3066.5,HERMIT
c60b39aa-4b39-4e99-a22a-6a329fa29854_090320.owl.xml_functional.owl,1848.5,HERMIT
c60d6497-cb91-40f0-ab4c-0313387481ec_TravelCNO.owl_functional.owl,-1,HERMIT
c66c3e01-27f7-4fd2-9a38-b235bada5183_ntainRange.owl_functional.owl,1324,HERMIT
c678494d-4383-43a5-b414-f1d0c212fc0b_pleRequest.owl_functional.owl,2114.5,HERMIT
c6896aeb-c555-4713-8641-17a2fbb3aa44_ectrometer.ttl_functional.owl,2209,HERMIT
c69953dd-79a8-47ad-8c48-c3b715d92e78_opMassFlux.owl_functional.owl,134996.5,HERMIT
c699a583-c2ee-465e-9be7-96bd167e8249_crime.owl_functional.owl,4259,HERMIT
c6fe1d07-3a65-44b7-bb6e-5be86e59feaa_pr_import.owl_functional.owl,1528,HERMIT
c73d0cdf-0795-4458-b04c-96b9f17ed178_flow.owl_functional.owl,1238,HERMIT
c76c2bdd-aa71-43b5-82fb-b3d9339765ee_FN1.52.owl_functional.owl,1971.5,HERMIT
c7a8779c-9256-4e14-9e67-547c77067a75_yCombinatorics_functional.owl,1858.5,HERMIT
c7b3b495-298c-4356-9660-5b7fffc326d4_russiaA.rdf_functional.owl,1802,HERMIT
c7c986ba-c441-4920-8d56-a1c835f1c267_Rasp.ttl_functional.owl,2210,HERMIT
c7d1d8a5-1753-4a02-aade-cb8187345c77_example4.owl_functional.owl,1966.5,HERMIT
c7f8dc63-8b09-43ba-8abe-4ecfab37c00c_Valve_oil.ttl_functional.owl,2202.5,HERMIT
c86b1ea1-ad8f-4c49-86ab-30000b3a6695_alogEntity.owl_functional.owl,3392.5,HERMIT
c877f9a5-afa5-4602-ac65-8b2c15385625_im_candida.obo_functional.owl,1172,HERMIT
c8c3c75b-ea78-410d-bbb5-e8d3f433e50f_Bonifaz.ttl_functional.owl,2217,HERMIT
c8ef3fd7-5e6f-448d-82f7-d9e3ca31dd73_ganisation.owl_functional.owl,1410,HERMIT
c9179f63-1b29-4c64-a74e-e8361c27f241_iridl.owl_functional.owl,1836,HERMIT
c9422304-a4fb-40e4-9d0f-81bdea1cd50b_l.obo.PREVIOUS_functional.owl,8421,HERMIT
c94f2dcb-4148-4cc8-b5e3-6afd5bc254a8_vsto_core.owl_functional.owl,1823.5,HERMIT
c957f70a-b19f-4e0b-a371-a9d1b1bf4310_odProjects.owl_functional.owl,2839.5,HERMIT
c9841c3d-e08a-41d7-ab5d-a78ddda7123b_CCDM_Core.owl_functional.owl,1691,HERMIT
c9ace0fe-9823-4e60-954a-958794c3d088_Easy_Cheese.ttl_functional.owl,2184.5,HERMIT
c9cfde4c-9253-4c24-9ad7-b77d48f6086f_Design.v17.owl_functional.owl,2094.5,HERMIT
c9e5f1e0-2193-47ed-b915-3a37aafce8ea_um_anatomy.obo_functional.owl,1444.5,HERMIT
c9fd83a9-f0d8-487b-acc5-18e9b6ff15e6_Cream.ttl_functional.owl,2192.5,HERMIT
ca31e0dc-bec6-4dcc-ac56-458cc111a734_bao_core.owl_functional.owl,5937,HERMIT
ca55f25f-2b80-4b5c-bae8-db7207517ae7_StrongARM.rdf_functional.owl,2332,HERMIT
ca5e2442-e865-406d-90e4-fbbbc4165dfc_unit.owl2_functional.owl,1588.5,HERMIT
ca61db54-fa88-47a3-9b4f-a19d3359eb65_PaulFisher.rdf_functional.owl,1703,HERMIT
ca7123c6-6206-42e1-b070-4d51942c882f_Micrometer.ttl_functional.owl,2207,HERMIT
ca840fcc-baf7-4813-86ec-8ad75beb1f2b_H_Ontology.owl_functional.owl,1953,HERMIT
cabro.computer-assisted-brain-injury-rehabilitation-ontology.1.owl.xml_functional.owl,1236,HERMIT
cadb9542-063f-4eef-bd5c-3c3389a0dc01_dbpedia_3.4.owl_functional.owl,3566.5,HERMIT
cae5a20a-41c3-4928-aa21-79786a69389f_sfb632link.rdf_functional.owl,3813,HERMIT
cb277231-6f9a-49e9-a7bf-64580a14bf71_Weapon.owl_functional.owl,1298.5,HERMIT
cbf51049-1548-499b-8a43-0fd87218db7b_iw.owl_functional.owl,1892.5,HERMIT
cc326d98-1b73-4173-9b6f-c0a7be7c21f4_4577.rdf_functional.owl,1056.5,HERMIT
cc78205d-5da0-4052-99fb-4cbd06c37468_ansuniprot.owl_functional.owl,27158.5,HERMIT
cca58b06-774c-4b2c-9e97-998c039b9f5c_dence_code.owl_functional.owl,1303,HERMIT
ccda34a8-70e9-4c9e-83d0-430b123eb0f1_sciRole.owl_functional.owl,5322.5,HERMIT
ccf91190-f5a0-491a-9113-0b3e607ec6ea_PaulFisher.rdf_functional.owl,1668.5,HERMIT
ccon.cerrado-concepts-and-plant-community-dynamics.8.owl.xml_functional.owl,5076.5,HERMIT
ccont.cell-culture-ontology.2.owl.xml_functional.owl,20671,HERMIT
cd073d8a-6a7b-4bcb-8cff-f2e461bb9d09_ll_control.owl_functional.owl,4320.5,HERMIT
cd73ae6f-faa1-4762-841e-c1b467997fb3_Concrete.rdf_functional.owl,2231,HERMIT
cd75b3f9-a5f7-4436-bf9e-c73dea998d92_onto.rdf_functional.owl,1859.5,HERMIT
cd7ea228-575d-42f1-8c61-12f4998ed21b_O_mappings.owl_functional.owl,2555.5,HERMIT
cd88e7bf-a1a2-4c51-b931-c5648d9df88e_nriaBibTex.owl_functional.owl,1138,HERMIT
cd993bd4-a3ec-45c4-b8f4-e1dfce21b42c_icusentrez.owl_functional.owl,14769,HERMIT
cdb05144-2483-4adc-9332-01e2c31f4591__rel_names.obo_functional.owl,12369.5,HERMIT
cdb18f83-776f-4b40-bd96-afd64596cc31_classified.owl_functional.owl,4111.5,HERMIT
cdf418bd-896d-417f-91a0-c3a4c85e1d46_fdolcelite.owl_functional.owl,25311.5,HERMIT
ce01d0b4-811c-4b75-8ffa-41b2c2b45cd9_Design.v16.owl_functional.owl,4676,HERMIT
ce42f3d2-7f3d-45cc-a7c9-27f09449df65_edElements.owl_functional.owl,-1,HERMIT
ce74019c-e161-411c-b69a-7160d1e9e414_Location.owl_functional.owl,2431.5,HERMIT
ce977bc4-162f-43f5-8d92-97ad4324beb8_us_anatomy.obo_functional.owl,3787,HERMIT
ced80d6b-6104-4de4-b31d-2437e71a8584_neprogetto.owl_functional.owl,2118,HERMIT
ced8aa3b-d207-4ab2-ab72-f197563eec3f_science.owl_functional.owl,8551,HERMIT
ceddd05d-6123-48e6-abda-e5cbacf6d9e8_.rdf.bibix.owl_functional.owl,1883.5,HERMIT
cf23def0-f91f-4a62-b8b5-69ed4e5f5015_t.obo.PREVIOUS_functional.owl,2588.5,HERMIT
cf24f337-5263-4187-9559-9fb86f3a5fd1_Knight.rdf_functional.owl,2752,HERMIT
cf83e0a0-cfb6-4f87-bd51-72a793013393_iiit.owl_functional.owl,1686,HERMIT
cfe00e32-c9b8-404c-9f5a-07b042d046c9_codtools_02.owl_functional.owl,2295.5,HERMIT
cfed8132-478a-4ecb-8e02-c7e4044085ea_earl.owl_functional.owl,1780,HERMIT
cheminf.chemical-information-ontology.32.owl.xml_functional.owl,8959.5,HERMIT
cogat.cognitive-atlas-ontology.6.owl.xml_functional.owl,3890,HERMIT
cogpo.cognitive-paradigm-ontology.1.owl.xml_functional.owl,5395.5,HERMIT
cork.owl_functional.owl,5727,HERMIT
cptac.cptac-proteomics-pipeline-infrastructure-ontology.3.owl.xml_functional.owl,2159.5,HERMIT
d02b10cc-cbaa-4ae4-a4db-e360948b3c10_enceSystem.owl_functional.owl,135512,HERMIT
d0308acc-16de-419c-9220-1e40df59fbf8_AIXM.owl_functional.owl,2841.5,HERMIT
d0353794-2273-4a14-8ab6-7587af43b6e2_gress_foaf.owl_functional.owl,1170,HERMIT
d058ea5e-9c8d-4d10-9cae-97f5cd6d5e2c_http2ire.owl_functional.owl,3008,HERMIT
d072d130-da53-40a3-a616-59642617ccc3_M4L.owl_functional.owl,4618,HERMIT
